75 1 0
48 1 1
167 1 2
162 1 3
170 1 4
196 1 5
122 1 6
186 1 7
132 1 8
161 1 9
153 1 10
152 1 11
166 1 12
132 1 13
139 1 14
134 1 15
160 1 16
162 1 17
157 1 18
127 1 19
148 1 20
129 1 21
147 1 22
129 1 23
174 1 24
122 1 25
130 1 26
141 1 27
131 1 28
140 1 29
165 1 30
155 1 31
130 1 32
133 1 33
137 1 34
133 1 35
131 1 36
168 1 37
119 1 38
130 1 39
136 1 40
130 1 41
140 1 42
165 1 43
123 1 44
137 1 45
264 1 46
137 1 47
159 1 48
110 1 49
71 1 50
80 1 51
86 1 52
80 1 53
80 1 54
86 1 55
80 1 56
90 1 57
112 1 58
71 1 59
99 1 60
79 1 61
93 1 62
80 1 63
80 1 64
94 1 65
80 1 66
123 1 67
80 1 68
79 1 69
93 1 70
80 1 71
91 1 72
80 1 73
79 1 74
120 1 75
75 1 76
86 1 77
79 1 78
80 1 79
91 1 80
80 1 81
103 1 82
80 1 83
113 1 84
77 1 85
80 1 86
100 1 87
80 1 88
80 1 89
86 1 90
80 1 91
86 1 92
112 1 93
75 1 94
93 1 95
80 1 96
80 1 97
87 1 98
80 1 99
87 2 0
108 2 1
161 2 2
179 2 3
167 2 4
397 2 5
577 2 6
362 2 7
330 2 8
329 2 9
609 2 10
513 2 11
379 2 12
335 2 13
357 2 14
555 2 15
317 2 16
332 2 17
370 2 18
268 2 19
174 2 20
161 2 21
205 2 22
167 2 23
180 2 24
161 2 25
192 2 26
171 2 27
168 2 28
161 2 29
177 2 30
228 2 31
172 2 32
181 2 33
162 2 34
186 2 35
222 2 36
411 2 37
386 2 38
336 2 39
331 2 40
425 2 41
281 2 42
329 2 43
371 2 44
337 2 45
359 2 46
199 2 47
161 2 48
168 2 49
168 2 50
180 2 51
198 2 52
177 2 53
167 2 54
175 2 55
181 2 56
196 2 57
179 2 58
180 2 59
186 2 60
228 2 61
161 2 62
181 2 63
167 2 64
193 2 65
205 2 66
161 2 67
168 2 68
179 2 69
186 2 70
188 2 71
179 2 72
167 2 73
173 2 74
191 2 75
178 2 76
179 2 77
177 2 78
175 2 79
206 2 80
157 2 81
179 2 82
177 2 83
180 2 84
205 2 85
260 2 86
296 2 87
365 2 88
329 2 89
167 2 90
168 2 91
226 2 92
167 2 93
173 2 94
179 2 95
204 2 96
186 2 97
162 2 98
176 2 99
160 4 0
148 4 1
357 4 2
684 4 3
566 4 4
698 4 5
557 4 6
694 4 7
570 4 8
934 4 9
637 4 10
745 4 11
561 4 12
694 4 13
563 4 14
709 4 15
523 4 16
717 4 17
530 4 18
733 4 19
535 4 20
709 4 21
526 4 22
694 4 23
534 4 24
682 4 25
719 4 26
532 4 27
808 4 28
548 4 29
784 4 30
524 4 31
801 4 32
528 4 33
825 4 34
527 4 35
673 4 36
942 4 37
528 4 38
1017 4 39
528 4 40
735 4 41
594 4 42
603 4 43
809 4 44
554 4 45
855 4 46
527 4 47
796 4 48
969 4 49
564 4 50
944 4 51
665 4 52
572 4 53
1012 4 54
530 4 55
776 4 56
561 4 57
833 4 58
529 4 59
706 4 60
528 4 61
623 4 62
981 4 63
531 4 64
810 4 65
528 4 66
917 4 67
599 4 68
638 4 69
789 4 70
549 4 71
825 4 72
539 4 73
804 4 74
551 4 75
816 4 76
534 4 77
789 4 78
575 4 79
596 4 80
786 4 81
532 4 82
811 4 83
552 4 84
832 4 85
528 4 86
603 4 87
543 4 88
970 4 89
567 4 90
567 4 91
965 4 92
535 4 93
777 4 94
546 4 95
811 4 96
542 4 97
763 4 98
578 4 99
234 8 0
250 8 1
1336 8 2
1125 8 3
1354 8 4
1146 8 5
1154 8 6
1414 8 7
1331 8 8
1565 8 9
1583 8 10
1286 8 11
1342 8 12
1337 8 13
1331 8 14
1358 8 15
1364 8 16
1372 8 17
1569 8 18
1288 8 19
1447 8 20
1346 8 21
1408 8 22
1357 8 23
1363 8 24
