1949 10 0
1592 10 1
1524 10 2
1537 10 3
1522 10 4
1531 10 5
1538 10 6
1525 10 7
1534 10 8
1533 10 9
1535 10 10
1524 10 11
1535 10 12
1605 10 13
1531 10 14
1520 10 15
1535 10 16
1534 10 17
1521 10 18
1540 10 19
1529 10 20
1523 10 21
1531 10 22
1522 10 23
1670 10 24
2999 10 25
1545 10 26
1521 10 27
1533 10 28
1591 10 29
1592 10 30
1603 10 31
1539 10 32
1524 10 33
1531 10 34
1536 10 35
1522 10 36
1534 10 37
1534 10 38
1525 10 39
1530 10 40
1532 10 41
1533 10 42
1523 10 43
1534 10 44
1535 10 45
1524 10 46
1532 10 47
1533 10 48
1522 10 49
1539 10 50
1549 10 51
1526 10 52
1529 10 53
1572 10 54
1535 10 55
1522 10 56
1532 10 57
1524 10 58
1535 10 59
1521 10 60
1535 10 61
1527 10 62
1601 10 63
1523 10 64
1534 10 65
1542 10 66
1532 10 67
1534 10 68
1527 10 69
1534 10 70
1573 10 71
1524 10 72
1536 10 73
1531 10 74
1528 10 75
1599 10 76
1528 10 77
1526 10 78
1530 10 79
1541 10 80
1535 10 81
1569 10 82
1526 10 83
1530 10 84
1532 10 85
1535 10 86
1614 10 87
1530 10 88
1522 10 89
1539 10 90
1528 10 91
1527 10 92
1525 10 93
1531 10 94
1526 10 95
1539 10 96
1534 10 97
1527 10 98
1524 10 99
4819 20 0
3171 20 1
3181 20 2
3180 20 3
3175 20 4
3179 20 5
3200 20 6
3238 20 7
3187 20 8
3181 20 9
3192 20 10
3199 20 11
4759 20 12
3252 20 13
3171 20 14
3173 20 15
3190 20 16
3179 20 17
3180 20 18
3192 20 19
3191 20 20
3194 20 21
3172 20 22
3166 20 23
3189 20 24
3172 20 25
3189 20 26
3193 20 27
3171 20 28
4815 20 29
4968 20 30
3193 20 31
3185 20 32
4893 20 33
3203 20 34
4818 20 35
4810 20 36
3201 20 37
4863 20 38
4813 20 39
3186 20 40
3195 20 41
3194 20 42
3175 20 43
3188 20 44
3972 20 45
4045 20 46
3169 20 47
3191 20 48
3206 20 49
3169 20 50
3187 20 51
3169 20 52
3180 20 53
3247 20 54
3321 20 55
3326 20 56
3351 20 57
4824 20 58
4826 20 59
3195 20 60
3215 20 61
4124 20 62
4081 20 63
4815 20 64
4833 20 65
3193 20 66
3197 20 67
3164 20 68
3200 20 69
3168 20 70
3191 20 71
4886 20 72
3214 20 73
3191 20 74
3190 20 75
3176 20 76
4831 20 77
3473 20 78
4553 20 79
3174 20 80
3194 20 81
3196 20 82
4815 20 83
3186 20 84
3230 20 85
3206 20 86
3193 20 87
4854 20 88
3203 20 89
3175 20 90
3200 20 91
3210 20 92
4839 20 93
3211 20 94
4634 20 95
5057 20 96
4847 20 97
4824 20 98
3321 20 99
4452 30 0
4485 30 1
6028 30 2
4677 30 3
4458 30 4
4436 30 5
4707 30 6
4440 30 7
4426 30 8
4453 30 9
4442 30 10
4448 30 11
4430 30 12
4581 30 13
4980 30 14
5659 30 15
4632 30 16
6106 30 17
4462 30 18
6101 30 19
4616 30 20
4684 30 21
6089 30 22
4457 30 23
4453 30 24
4446 30 25
6034 30 26
4498 30 27
4452 30 28
4424 30 29
4444 30 30
4421 30 31
4452 30 32
4416 30 33
4457 30 34
4444 30 35
4459 30 36
6065 30 37
4479 30 38
4462 30 39
4415 30 40
